pal_index,pal_name,pal_description,is_boss,is_tower_boss,element_1,element_2,item_drop_1,item_drop_2,partner_skill_title,partner_skill_description,work_suitability,stats_hp,stats_melee_attack,stats_shot_attack,stats_defense,stats_support,stats_stamina,stats_walk_speed,stats_run_speed,stats_ride_sprint_speed,stats_food_amount,stats_rarity,stats_price,male_probability,combi_rank,active_skills
-1,en_Text en_text,Missing...,True,False,Fire,,,,Tentative text,Missing...,,90,120,90,90,80,100,-1,-1,-1,5,0,4040,50,0,
-1,Dancer on the Plains Chillet,Missing...,True,False,Ice,Dragon,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 4, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'Leather'}",Can be ridden. Applies Dragon damage to the player's attacks while mounted.,Can be ridden. Applies Dragon damage to the player's attacks while mounted.,"Collection(Lv.1), Cool(Lv.1)",90,100,80,80,100,100,180,600,900,3,4,3310,50,800,Ice Missile (Lv.1 | Pwr.30 | CD.3s) | Dragon Cannon (Lv.7 | Pwr.30 | CD.2s) | Dragon Burst (Lv.15 | Pwr.55 | CD.10s) | Icicle Cutter (Lv.22 | Pwr.55 | CD.10s) | Draconic Breath (Lv.30 | Pwr.70 | CD.15s) | Cryst Breath (Lv.40 | Pwr.90 | CD.22s) | Dragon Meteor (Lv.50 | Pwr.150 | CD.55s)
-1,Enraptured by Moonlight Loupmoon,Missing...,True,False,Dark,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Bone'}","When activated, attacks targeted enemy with a powerful Jumping Claw.","When activated, attacks targeted enemy with a powerful Jumping Claw.",Handcraft(Lv.2),80,130,100,80,100,100,150,600,800,5,3,2400,50,950,Dark Ball (Lv.1 | Pwr.40 | CD.4s) | Jumping Claw (Lv.7 | Pwr.55 | CD.7s) | Shadow Burst (Lv.15 | Pwr.55 | CD.10s) | Icicle Cutter (Lv.22 | Pwr.55 | CD.10s) | Spirit Flame (Lv.30 | Pwr.75 | CD.16s) | Nightmare Ball (Lv.40 | Pwr.100 | CD.30s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Pallid Lady Sibelyx,Missing...,True,False,Ice,,"{'drop_rate': 100, 'min_drop': 6, 'max_drop': 8, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Cloth2'}","When activated, attacks targeted enemy with a powerful Blizzard Spike.
Sometimes produces High Quality Cloth
when assigned to Ranch.","When activated, attacks targeted enemy with a powerful Blizzard Spike.
Sometimes produces High Quality Cloth
when assigned to Ranch.","Product Medicine(Lv.2), Cool(Lv.2), Monster Farm(Lv.1)",110,90,90,100,90,100,100,400,550,5,7,5900,50,450,Ice Missile (Lv.1 | Pwr.30 | CD.3s) | Icicle Cutter (Lv.7 | Pwr.55 | CD.10s) | Iceberg (Lv.15 | Pwr.70 | CD.15s) | Cryst Breath (Lv.22 | Pwr.90 | CD.22s) | Spirit Flame (Lv.30 | Pwr.75 | CD.16s) | Aqua Burst (Lv.40 | Pwr.100 | CD.30s) | Blizzard Spike (Lv.50 | Pwr.130 | CD.45s)
-1,Predator of Snowy Peaks Cryolinx,Missing...,True,False,Ice,,"{'drop_rate': 100, 'min_drop': 6, 'max_drop': 8, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'IceOrgan'}","While fighting together, Dragon Pals drop more items when defeated.","While fighting together, Dragon Pals drop more items when defeated.","Handcraft(Lv.1), Deforest(Lv.2), Cool(Lv.3)",100,140,100,110,100,100,280,720,900,7,7,8440,50,130,Power Shot (Lv.1 | Pwr.35 | CD.4s) | Ice Missile (Lv.7 | Pwr.30 | CD.3s) | Stone Cannon (Lv.15 | Pwr.70 | CD.15s) | Icicle Cutter (Lv.22 | Pwr.55 | CD.10s) | Iceberg (Lv.30 | Pwr.70 | CD.15s) | Cryst Breath (Lv.40 | Pwr.90 | CD.22s) | Blizzard Spike (Lv.50 | Pwr.130 | CD.45s)
-1,Volcanic Emperor Jormuntide Ignis,Missing...,True,False,Dragon,Fire,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'PalOil'}",Can be ridden. Enhances Fire attacks while mounted.,Can be ridden. Enhances Fire attacks while mounted.,Emit Flame(Lv.4),130,150,130,100,100,100,175,525,800,7,9,9320,50,315,Ignis Blast (Lv.1 | Pwr.30 | CD.2s) | Dragon Cannon (Lv.7 | Pwr.30 | CD.2s) | Flare Storm (Lv.15 | Pwr.80 | CD.18s) | Ignis Breath (Lv.22 | Pwr.70 | CD.15s) | Tri-Lightning (Lv.30 | Pwr.90 | CD.22s) | Fire Ball (Lv.40 | Pwr.150 | CD.55s) | Dragon Meteor (Lv.50 | Pwr.150 | CD.55s)
-1,Cursed Tyrant Blazamut,Missing...,True,False,Fire,,"{'drop_rate': 100, 'min_drop': 4, 'max_drop': 6, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 10, 'max_drop': 10, 'item_name': 'Coal'}",Can be ridden. Enhances Fire attacks while mounted.,Can be ridden. Enhances Fire attacks while mounted.,"Emit Flame(Lv.3), Mining(Lv.4)",100,150,125,120,50,100,400,700,1000,9,9,10520,50,10,Power Shot (Lv.1 | Pwr.35 | CD.4s) | Ignis Blast (Lv.7 | Pwr.30 | CD.2s) | Stone Blast (Lv.15 | Pwr.55 | CD.10s) | Ignis Breath (Lv.22 | Pwr.70 | CD.15s) | Ignis Rage (Lv.30 | Pwr.120 | CD.40s) | Fire Ball (Lv.40 | Pwr.150 | CD.55s) | Rock Lance (Lv.50 | Pwr.150 | CD.55s)
-1,Electro-charged Zoomies Rayhound,Missing...,True,False,Electric,,"{'drop_rate': 100, 'min_drop': 4, 'max_drop': 6, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'ElectricOrgan'}",Can be ridden. Can double jump while mounted.,Can be ridden. Can double jump while mounted.,Generate Electricity(Lv.2),90,100,100,80,100,100,210,700,1200,5,5,3880,50,740,Sand Blast (Lv.1 | Pwr.40 | CD.4s) | Shockwave (Lv.7 | Pwr.40 | CD.4s) | Spark Blast (Lv.15 | Pwr.30 | CD.2s) | Stone Blast (Lv.22 | Pwr.55 | CD.10s) | Electric Ball (Lv.30 | Pwr.50 | CD.9s) | Lightning Streak (Lv.40 | Pwr.75 | CD.16s) | Lightning Bolt (Lv.50 | Pwr.150 | CD.55s)
-1,Supreme Fluff Commander Kingpaca,Missing...,True,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 5, 'max_drop': 5, 'item_name': 'Wool'}","Can be ridden. While in team, Kingpaca helps carry supplies,
increasing the player's max carrying capacity.","Can be ridden. While in team, Kingpaca helps carry supplies,
increasing the player's max carrying capacity.",Collection(Lv.1),120,100,85,90,100,100,80,500,800,7,8,5800,90,470,Sand Blast (Lv.1 | Pwr.40 | CD.4s) | Power Shot (Lv.7 | Pwr.35 | CD.4s) | Power Bomb (Lv.15 | Pwr.70 | CD.15s) | Kingly Slam (Lv.22 | Pwr.100 | CD.21s) | Tri-Lightning (Lv.30 | Pwr.90 | CD.22s) | Rock Lance (Lv.40 | Pwr.150 | CD.55s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Pioneer of the Frozen Sea Penking,Missing...,True,False,Water,Ice,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'IceOrgan'}","While fighting together, Fire Pals drop more items when defeated.","While fighting together, Fire Pals drop more items when defeated.","Watering(Lv.2), Handcraft(Lv.2), Mining(Lv.2), Cool(Lv.2), Transport(Lv.2)",95,70,95,95,100,100,110,450,600,8,6,5410,50,520,Aqua Gun (Lv.1 | Pwr.40 | CD.4s) | Iceberg (Lv.7 | Pwr.70 | CD.15s) | Emperor Slide (Lv.15 | Pwr.70 | CD.10s) | Cryst Breath (Lv.22 | Pwr.90 | CD.22s) | Aqua Burst (Lv.30 | Pwr.100 | CD.30s) | Blizzard Spike (Lv.40 | Pwr.130 | CD.45s) | Hydro Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Coward of the Steppe Lifmunk,Missing...,True,False,Grass,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'BerrySeeds'}","When activated, leaps onto the player's head and uses a submachine gun to follows up player attacks.","When activated, leaps onto the player's head and uses a submachine gun to follows up player attacks.","Seeding(Lv.1), Handcraft(Lv.1), Collection(Lv.1), Deforest(Lv.1), Product Medicine(Lv.1)",75,70,70,70,100,100,40,400,550,1,1,1010,50,1430,Wind Cutter (Lv.1 | Pwr.30 | CD.2s) | Air Cannon (Lv.7 | Pwr.25 | CD.2s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Seed Machine Gun (Lv.22 | Pwr.50 | CD.9s) | Power Bomb (Lv.30 | Pwr.70 | CD.15s) | Spine Vine (Lv.40 | Pwr.95 | CD.25s) | Solar Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Trickster Tombat,Missing...,True,False,Dark,,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'Leather'}","When activated, uses ultrasonic waves to detect the location of nearby Pals.","When activated, uses ultrasonic waves to detect the location of nearby Pals.","Collection(Lv.2), Mining(Lv.2), Transport(Lv.2)",95,100,95,80,100,100,140,400,550,5,5,3810,50,750,Air Cannon (Lv.1 | Pwr.25 | CD.2s) | Poison Blast (Lv.7 | Pwr.30 | CD.2s) | Dark Ball (Lv.15 | Pwr.40 | CD.4s) | Shadow Burst (Lv.22 | Pwr.55 | CD.10s) | Spirit Flame (Lv.30 | Pwr.75 | CD.16s) | Nightmare Ball (Lv.40 | Pwr.100 | CD.30s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Phantasmal Feline Katress,Missing...,True,False,Dark,,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 4, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'Leather'}","While fighting together, Neutral Pals drop more items when defeated.","While fighting together, Neutral Pals drop more items when defeated.","Handcraft(Lv.2), Product Medicine(Lv.2), Transport(Lv.2)",90,100,105,90,100,100,145,440,620,5,6,4120,50,700,Ignis Blast (Lv.1 | Pwr.30 | CD.2s) | Dark Ball (Lv.7 | Pwr.40 | CD.4s) | Flare Arrow (Lv.15 | Pwr.55 | CD.10s) | Shadow Burst (Lv.22 | Pwr.55 | CD.10s) | Spirit Flame (Lv.30 | Pwr.75 | CD.16s) | Nightmare Ball (Lv.40 | Pwr.100 | CD.30s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Gloom-shrouded Bloodsucker Felbat,Missing...,True,False,Dark,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'Cloth'}","While fighting together, grants the player and Felbat the life steal effect which absorbs some of the received damage and restores HP.","While fighting together, grants the player and Felbat the life steal effect which absorbs some of the received damage and restores HP.",Product Medicine(Lv.3),100,100,105,110,110,100,100,550,700,5,6,2100,50,1010,Poison Blast (Lv.1 | Pwr.30 | CD.2s) | Dark Ball (Lv.7 | Pwr.40 | CD.4s) | Shadow Burst (Lv.15 | Pwr.55 | CD.10s) | Spirit Flame (Lv.22 | Pwr.75 | CD.16s) | Nightmare Ball (Lv.30 | Pwr.100 | CD.30s) | Ignis Rage (Lv.40 | Pwr.120 | CD.40s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Plump & Juicy Chikipi,Missing...,True,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Egg'}",Sometimes lays an Egg when assigned to Ranch.,Sometimes lays an Egg when assigned to Ranch.,"Collection(Lv.1), Monster Farm(Lv.1)",60,70,60,60,100,100,50,375,550,1,1,1000,50,1500,Chicken Rush (Lv.1 | Pwr.30 | CD.1s) | Air Cannon (Lv.7 | Pwr.25 | CD.2s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Implode (Lv.22 | Pwr.180 | CD.55s) | Grass Tornado (Lv.30 | Pwr.80 | CD.18s) | Sand Tornado (Lv.40 | Pwr.80 | CD.18s) | Flare Storm (Lv.50 | Pwr.80 | CD.18s)
-1,Boom or Bust Tocotoco,Missing...,True,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Gunpowder2'}","When activated, equips to the player and transforms into an egg launcher.","When activated, equips to the player and transforms into an egg launcher.",Collection(Lv.1),60,80,75,70,100,100,60,300,550,2,1,1090,50,1340,Implode (Lv.1 | Pwr.180 | CD.55s) | Air Cannon (Lv.7 | Pwr.25 | CD.2s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Megaton Implode (Lv.22 | Pwr.250 | CD.55s) | Sand Tornado (Lv.30 | Pwr.80 | CD.18s) | Power Bomb (Lv.40 | Pwr.70 | CD.15s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Grade A Beef Mozzarina,Missing...,True,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'Meat_CowPal'}",Sometimes produces Milk when assigned to Ranch.,Sometimes produces Milk when assigned to Ranch.,Monster Farm(Lv.1),90,100,50,80,100,100,55,580,700,3,2,2620,20,910,Power Shot (Lv.1 | Pwr.35 | CD.4s) | Sand Blast (Lv.7 | Pwr.40 | CD.4s) | Air Cannon (Lv.15 | Pwr.25 | CD.2s) | Stone Blast (Lv.22 | Pwr.55 | CD.10s) | Stone Cannon (Lv.30 | Pwr.70 | CD.15s) | Power Bomb (Lv.40 | Pwr.70 | CD.15s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Butterfly Promenade Cinnamoth,Missing...,True,False,Grass,,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 4, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Honey'}","When activated, attacks targeted enemy with Poison Fog.","When activated, attacks targeted enemy with Poison Fog.","Seeding(Lv.2), Product Medicine(Lv.1)",70,100,80,80,100,100,150,550,700,3,4,5700,50,490,Air Cannon (Lv.1 | Pwr.25 | CD.2s) | Wind Cutter (Lv.7 | Pwr.30 | CD.2s) | Poison Fog (Lv.15 | Pwr.0 | CD.30s) | Sand Tornado (Lv.22 | Pwr.80 | CD.18s) | Seed Mine (Lv.30 | Pwr.65 | CD.13s) | Grass Tornado (Lv.40 | Pwr.80 | CD.18s) | Solar Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Star of the Steppe Vixy,Missing...,True,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Leather'}",Sometimes digs up items from the ground when assigned to Ranch.,Sometimes digs up items from the ground when assigned to Ranch.,"Collection(Lv.1), Monster Farm(Lv.1)",70,70,70,70,140,100,60,350,450,1,2,1000,50,1450,Air Cannon (Lv.1 | Pwr.25 | CD.2s) | Sand Blast (Lv.7 | Pwr.40 | CD.4s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Wind Cutter (Lv.22 | Pwr.30 | CD.2s) | Seed Machine Gun (Lv.30 | Pwr.50 | CD.9s) | Power Bomb (Lv.40 | Pwr.70 | CD.15s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
-1,en_text,This Pal is under investigation.,False,False,Dark,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Leather'}",,Under investigation.,This Pal is under investigation.,"Handcraft(Lv.2), Collection(Lv.3), Deforest(Lv.1), Transport(Lv.2)",100,100,90,90,100,100,-1,-1,-1,3,0,4690,50,0,
-1,Underground Explorer Fuddler,Missing...,True,False,Ground,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'Leather'}","When activated, generates subtle vibrations to detect nearby ore.","When activated, generates subtle vibrations to detect nearby ore.","Handcraft(Lv.1), Mining(Lv.1), Transport(Lv.1)",65,100,80,50,100,100,60,300,550,2,1,1360,50,1220,Sand Blast (Lv.1 | Pwr.40 | CD.4s) | Power Shot (Lv.7 | Pwr.35 | CD.4s) | Stone Blast (Lv.15 | Pwr.55 | CD.10s) | Stone Cannon (Lv.22 | Pwr.70 | CD.15s) | Power Bomb (Lv.30 | Pwr.70 | CD.15s) | Sand Tornado (Lv.40 | Pwr.80 | CD.18s) | Rock Lance (Lv.50 | Pwr.150 | CD.55s)
-1,Shadow-cloaked Schemer Cawgnito,Missing...,True,False,Dark,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 2, 'max_drop': 4, 'item_name': 'Bone'}","When activated, attacks targeted enemy with a powerful Phantom Peck.","When activated, attacks targeted enemy with a powerful Phantom Peck.",Deforest(Lv.1),75,80,95,80,100,100,170,920,1200,5,3,1840,50,1080,Air Cannon (Lv.1 | Pwr.25 | CD.2s) | Dark Ball (Lv.7 | Pwr.40 | CD.4s) | Phantom Peck (Lv.15 | Pwr.55 | CD.7s) | Shadow Burst (Lv.22 | Pwr.55 | CD.10s) | Spirit Flame (Lv.30 | Pwr.75 | CD.16s) | Nightmare Ball (Lv.40 | Pwr.100 | CD.30s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
-1,en_Text en_text,Missing...,True,False,Dark,,,,This Pal is under investigation.,This Pal is under investigation.,"Handcraft(Lv.3), Product Medicine(Lv.3), Transport(Lv.2)",100,100,100,100,100,100,150,550,700,8,5,3960,50,0,
-1,Unstoppable Stinger Menasting,Missing...,True,False,Dark,Ground,"{'drop_rate': 100, 'min_drop': 4, 'max_drop': 6, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 10, 'max_drop': 10, 'item_name': 'Coal'}","When fighting together, increases the player's defense and Electric Pals drop more items when defeated.","When fighting together, increases the player's defense and Electric Pals drop more items when defeated.","Deforest(Lv.2), Mining(Lv.3)",100,100,100,130,100,100,200,1000,1200,7,9,7050,50,260,Sand Blast (Lv.1 | Pwr.40 | CD.4s) | Poison Blast (Lv.7 | Pwr.30 | CD.2s) | Shadow Burst (Lv.15 | Pwr.55 | CD.10s) | Stone Cannon (Lv.22 | Pwr.70 | CD.15s) | Nightmare Ball (Lv.30 | Pwr.100 | CD.30s) | Rock Lance (Lv.40 | Pwr.150 | CD.55s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Protector of the Herd Eikthyrdeer,Missing...,True,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 2, 'max_drop': 2, 'item_name': 'Meat_Deer'}","Can be ridden. Can perform a double jump while mounted.
Increases efficiency of cutting trees.","Can be ridden. Can perform a double jump while mounted.
Increases efficiency of cutting trees.",Deforest(Lv.2),95,70,80,80,100,100,120,700,1000,5,4,2620,50,920,Power Shot (Lv.1 | Pwr.35 | CD.4s) | Antler Uppercut (Lv.7 | Pwr.50 | CD.5s) | Stone Blast (Lv.15 | Pwr.55 | CD.10s) | Stone Cannon (Lv.22 | Pwr.70 | CD.15s) | Power Bomb (Lv.30 | Pwr.70 | CD.15s) | Rock Lance (Lv.40 | Pwr.150 | CD.55s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Dream Eater Daedream,Missing...,True,False,Dark,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Venom'}","While in team, appears near the player. Follows up player attacks with magic bullets.","While in team, appears near the player. Follows up player attacks with magic bullets.","Handcraft(Lv.1), Collection(Lv.1), Transport(Lv.1)",70,100,75,60,100,100,140,300,550,3,1,1330,50,1230,Dark Ball (Lv.1 | Pwr.40 | CD.4s) | Poison Blast (Lv.7 | Pwr.30 | CD.2s) | Shadow Burst (Lv.15 | Pwr.55 | CD.10s) | Cryst Breath (Lv.22 | Pwr.90 | CD.22s) | Spirit Flame (Lv.30 | Pwr.75 | CD.16s) | Nightmare Ball (Lv.40 | Pwr.100 | CD.30s) | Dark Laser (Lv.50 | Pwr.150 | CD.55s)
-1,en_Text en_text,Missing...,True,False,Ground,,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Leather'}",This Pal is under investigation.,This Pal is under investigation.,"Handcraft(Lv.2), Collection(Lv.2), Mining(Lv.1), Oil Extraction(Lv.1), Transport(Lv.1)",100,100,100,100,100,100,-1,-1,-1,3,0,2350,50,0,
-1,Woodland Ruffian Rushoar,Missing...,True,False,Ground,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'Meat_Boar'}",Can be ridden. Increases efficiency of destroying boulders while mounted.,Can be ridden. Increases efficiency of destroying boulders while mounted.,Mining(Lv.1),80,100,70,70,100,100,150,450,800,3,1,1610,50,1130,Reckless Charge (Lv.1 | Pwr.55 | CD.2s) | Sand Blast (Lv.7 | Pwr.40 | CD.4s) | Power Shot (Lv.15 | Pwr.35 | CD.4s) | Stone Blast (Lv.22 | Pwr.55 | CD.10s) | Power Bomb (Lv.30 | Pwr.70 | CD.15s) | Rock Lance (Lv.40 | Pwr.150 | CD.55s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Rowdy Wave Ripper Fuack,Missing...,True,False,Water,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 1, 'item_name': 'Leather'}","When activated, Fuack body surfs towards an enemy and slams into them.","When activated, Fuack body surfs towards an enemy and slams into them.","Watering(Lv.1), Handcraft(Lv.1), Transport(Lv.1)",60,80,80,60,100,100,105,300,400,2,1,1120,50,1330,Aqua Gun (Lv.1 | Pwr.40 | CD.4s) | Power Shot (Lv.7 | Pwr.35 | CD.4s) | Hydro Jet (Lv.15 | Pwr.30 | CD.2s) | Ice Missile (Lv.22 | Pwr.30 | CD.3s) | Bubble Blast (Lv.30 | Pwr.65 | CD.13s) | Aqua Burst (Lv.40 | Pwr.100 | CD.30s) | Hydro Laser (Lv.50 | Pwr.150 | CD.55s)
-1,Lady of the Lake Azurobe,Missing...,True,False,Water,Dragon,"{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'Cloth'}","Can be ridden to travel on water. Applies Water damage
to the player's attacks while mounted.","Can be ridden to travel on water. Applies Water damage
to the player's attacks while mounted.",Watering(Lv.3),110,70,100,100,100,100,150,600,900,6,7,5600,50,500,Aqua Gun (Lv.1 | Pwr.40 | CD.4s) | Dragon Cannon (Lv.7 | Pwr.30 | CD.2s) | Bubble Blast (Lv.15 | Pwr.65 | CD.13s) | Dragon Burst (Lv.22 | Pwr.55 | CD.10s) | Draconic Breath (Lv.30 | Pwr.70 | CD.15s) | Hydro Laser (Lv.40 | Pwr.150 | CD.55s) | Dragon Meteor (Lv.50 | Pwr.150 | CD.55s)
-1,en_text,This Pal is under investigation.,False,False,Grass,Dark,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 3, 'item_name': 'Herbs'}",,Under investigation.,This Pal is under investigation.,"Seeding(Lv.2), Handcraft(Lv.1), Collection(Lv.2), Product Medicine(Lv.3), Transport(Lv.1)",100,100,100,100,100,100,-1,-1,-1,3,0,8200,50,0,
-1,Pompous Shanks Melpaca,Missing...,True,False,Neutral,,"{'drop_rate': 100, 'min_drop': 1, 'max_drop': 2, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 2, 'max_drop': 5, 'item_name': 'Wool'}","Can be ridden. Sometimes drops Wool when assigned to
Ranch.","Can be ridden. Sometimes drops Wool when assigned to
Ranch.",Monster Farm(Lv.1),90,90,90,90,100,100,62,460,900,3,3,3040,50,890,Air Cannon (Lv.1 | Pwr.25 | CD.2s) | Fluffy Tackle (Lv.7 | Pwr.40 | CD.4s) | Sand Blast (Lv.15 | Pwr.40 | CD.4s) | Power Shot (Lv.22 | Pwr.35 | CD.4s) | Shockwave (Lv.30 | Pwr.40 | CD.4s) | Power Bomb (Lv.40 | Pwr.70 | CD.15s) | Pal Blast (Lv.50 | Pwr.150 | CD.55s)
-1,Guardian of the Azure Flame Kitsun,Missing...,True,False,Fire,,"{'drop_rate': 100, 'min_drop': 6, 'max_drop': 8, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 2, 'max_drop': 3, 'item_name': 'FireOrgan'}",Can be ridden. Unaffected by the cold or heat while riding this Pal.,Can be ridden. Unaffected by the cold or heat while riding this Pal.,Emit Flame(Lv.2),100,70,115,100,110,100,130,700,1000,4,6,3170,50,830,Ignis Blast (Lv.1 | Pwr.30 | CD.2s) | Spirit Fire (Lv.7 | Pwr.45 | CD.7s) | Spirit Flame (Lv.15 | Pwr.75 | CD.16s) | Daring Flames (Lv.22 | Pwr.75 | CD.10s) | Flare Storm (Lv.30 | Pwr.80 | CD.18s) | Ignis Rage (Lv.40 | Pwr.120 | CD.40s) | Fire Ball (Lv.50 | Pwr.150 | CD.55s)
-1,Guardian of the Dark Sun Anubis,Missing...,True,False,Ground,,"{'drop_rate': 100, 'min_drop': 4, 'max_drop': 6, 'item_name': 'PalCrystal_Ex'}","{'drop_rate': 100, 'min_drop': 3, 'max_drop': 5, 'item_name': 'Bone'}","When fighting together, applies Ground damage to the player's attacks.
Sometimes dodges attacks with a high speed sidestep while in battle.","When fighting together, applies Ground damage to the player's attacks.
Sometimes dodges attacks with a high speed sidestep while in battle.","Handcraft(Lv.4), Mining(Lv.3), Transport(Lv.2)",120,130,130,100,100,100,160,800,1000,6,10,9190,50,570,Stone Blast (Lv.1 | Pwr.55 | CD.10s) | Power Bomb (Lv.7 | Pwr.70 | CD.15s) | Sand Tornado (Lv.15 | Pwr.80 | CD.18s) | Spinning Roundhouse (Lv.22 | Pwr.100 | CD.21s) | Forceful Charge (Lv.30 | Pwr.120 | CD.28s) | Ground Smash (Lv.40 | Pwr.140 | CD.35s) | Rock Lance (Lv.50 | Pwr.150 | CD.55s)
